Airline,Source,Destination,Duration (hrs),Stopovers,Aircraft Type,Class,Booking Source,Base Fare (BDT),Tax & Surcharge (BDT),Seasonality,Days Before Departure
Lufthansa,ZYL,KUL,5.729374025276072,Direct,Boeing 787,Business,Online Website,-497.20277082611574,7356.314908336691,Regular,-12.066780103532125
Lufthansa,JSR,DAC,0.4286931034533034,Direct,Airbus A320,Business,Travel Agency,-1640.5446889336035,-11780.938878701105,Regular,58.58426451815946
Cathay Pacific,RJH,JFK,16.038958424056677,1 Stop,Boeing 777,First Class,Direct Booking,201389.38839591393,27483.131200180615,Regular,51.51267083133416
Air Arabia,BZL,DOH,5.4463760220273025,Direct,Boeing 737,Economy,Direct Booking,2001.4926542062167,6165.008711499978,Regular,61.80657618520282
Cathay Pacific,JSR,DEL,1.5382945230330571,Direct,Boeing 787,Economy,Online Website,49842.884415774504,22881.38753712156,Winter Holidays,15.275044155876333
FlyDubai,BZL,ZYL,2.24881729220152,Direct,Airbus A320,First Class,Online Website,-35104.81060170882,5447.494617759924,Winter Holidays,22.27303198230188
Air Astra,CXB,CGP,1.9962300645696638,Direct,Airbus A320,First Class,Travel Agency,13292.986571951886,10444.57572670923,Winter Holidays,73.95357789909527
FlyDubai,JSR,BZL,0.45102435366233895,Direct,Airbus A320,Business,Online Website,16174.324307307876,5816.1676818357855,Regular,78.656880926711
Thai Airways,SPD,LHR,4.633529865048676,1 Stop,Boeing 777,Economy,Travel Agency,-29476.545390197876,9079.037919885155,Regular,11.598231701748716
US-Bangla Airlines,RJH,DXB,3.208207119564662,1 Stop,Boeing 737,Economy,Direct Booking,36164.051769727244,11840.738843942641,Regular,70.31986301890478
Etihad Airways,CGP,DEL,2.9758563979359267,Direct,Boeing 787,First Class,Travel Agency,55488.24372114637,8332.201482924498,Regular,76.63058776694093
Air India,CXB,LHR,6.980911686362428,2 Stops,Airbus A350,First Class,Online Website,141142.9958568607,15239.601145228935,Winter Holidays,41.18873082079173
Biman Bangladesh Airlines,ZYL,DOH,6.951264175475729,Direct,Boeing 737,First Class,Direct Booking,220952.8196179138,35715.771620052525,Regular,70.67948987264435
Thai Airways,RJH,CCU,-1.7999556341217429,Direct,Airbus A320,Economy,Travel Agency,55430.923249207866,8059.15609506259,Winter Holidays,30.299856232265192
Malaysian Airlines,ZYL,DXB,5.040827294708194,1 Stop,Boeing 787,First Class,Direct Booking,205963.54019787168,30130.321992004603,Regular,81.83585417792601
Gulf Air,RJH,DEL,3.1787698887918396,Direct,Boeing 787,Business,Travel Agency,102263.79716922303,13012.270182322409,Regular,16.564807501941605
Thai Airways,SPD,JED,6.750673977691219,1 Stop,Airbus A350,Business,Direct Booking,61659.074974090465,16154.83419181458,Regular,9.177766331109371
Kuwait Airways,DAC,JED,8.21980690737464,2 Stops,Airbus A350,Business,Direct Booking,72567.63927599936,19331.346111903233,Winter Holidays,69.62129594150119
US-Bangla Airlines,RJH,DXB,4.451682129721875,Direct,Boeing 737,First Class,Online Website,116458.6377438652,16990.216828992925,Regular,45.159525906257024
Vistara,JSR,CGP,-1.9598783840118736,Direct,Airbus A320,First Class,Travel Agency,2843.9997374081695,-7853.259441302857,Winter Holidays,57.26675888224146
Air Astra,BZL,BKK,6.8814889069028755,1 Stop,Boeing 787,First Class,Direct Booking,156983.53258962554,17533.435317975847,Regular,70.89840314491512
Vistara,SPD,DXB,4.940132348493371,Direct,Boeing 787,First Class,Online Website,217312.41062472895,39630.47586979764,Regular,105.43713960750674
IndiGo,RJH,IST,8.963698858634372,1 Stop,Boeing 777,Economy,Direct Booking,69099.89472480299,21435.47505899165,Regular,64.47818048061227
Vistara,ZYL,DEL,-0.8423448082525824,Direct,Boeing 737,Economy,Online Website,28651.570701116216,5182.210741144588,Regular,95.67579922017293
US-Bangla Airlines,ZYL,SPD,3.722934787980896,Direct,Airbus A320,First Class,Online Website,20971.176299300558,1146.1099992732745,Regular,29.810329791994903
Vistara,SPD,BKK,6.713713561022887,1 Stop,Boeing 737,First Class,Travel Agency,90609.28267682082,3227.214391662197,Winter Holidays,8.214191453065492
Air Arabia,CGP,BZL,-0.325962198728036,Direct,Airbus A320,First Class,Online Website,15641.4507127758,-1769.3644859931403,Regular,91.58556032202806
Air Arabia,ZYL,CGP,3.8467861202947087,Direct,Airbus A320,Business,Online Website,-22945.674368657492,5203.107604257013,Regular,50.6147069358212
SriLankan Airlines,SPD,IST,6.627905745585381,2 Stops,Boeing 777,First Class,Direct Booking,97662.77789281149,29736.891987685496,Regular,71.33879335133327
Emirates,SPD,LHR,9.257274222630844,1 Stop,Airbus A350,Economy,Direct Booking,92197.21549126777,4105.404454637757,Regular,2.48322065643808
Cathay Pacific,JSR,SIN,1.7596908398379505,Direct,Boeing 737,Business,Travel Agency,98805.52179506834,23026.96933537905,Eid,84.84215553434892
Cathay Pacific,CXB,DXB,2.8391303702765267,Direct,Boeing 737,First Class,Online Website,161718.54708464915,11817.018572010047,Regular,3.6023910536379997
US-Bangla Airlines,ZYL,DXB,4.452882451539166,Direct,Boeing 787,First Class,Travel Agency,211368.39103641815,33141.37442522441,Regular,16.43974491592093
IndiGo,ZYL,LHR,5.249090763294913,1 Stop,Boeing 777,First Class,Travel Agency,72851.84134998787,18131.411052781277,Winter Holidays,47.05271395556193
Malaysian Airlines,DAC,SIN,-2.108242459773574,Direct,Boeing 737,Economy,Online Website,36102.80529363782,10142.990939757934,Winter Holidays,76.95483664563345
Air Arabia,CGP,KUL,2.263520627212639,1 Stop,Boeing 787,Economy,Travel Agency,13767.685605841252,12352.320186789999,Regular,9.693315227721843
SriLankan Airlines,DAC,IST,5.240167814731928,1 Stop,Boeing 777,Economy,Online Website,48225.13895465216,23840.722763984508,Regular,77.01539637311546
Singapore Airlines,DAC,DEL,6.888915926171349,Direct,Boeing 787,First Class,Online Website,145834.3945591906,29571.820597602797,Winter Holidays,3.3107272342541707
Air Arabia,SPD,BKK,3.3552219085772372,Direct,Boeing 737,First Class,Direct Booking,71894.8858265992,14544.135160158003,Hajj,20.570592977390366
Qatar Airways,ZYL,BKK,-0.17120602290813958,Direct,Boeing 737,Economy,Online Website,33508.33399424254,15351.668085951602,Regular,13.26951155895737
SriLankan Airlines,BZL,JED,6.150704837222274,1 Stop,Boeing 777,Economy,Direct Booking,38729.83973538157,11369.264986864051,Regular,85.75774820002252
Air Arabia,ZYL,JFK,16.7214475255789,2 Stops,Boeing 777,Economy,Direct Booking,-48553.34513181893,6609.65104523272,Winter Holidays,77.92649340023243
IndiGo,ZYL,SIN,3.6931014967806943,Direct,Boeing 787,First Class,Online Website,117597.94537199983,14720.483775608509,Winter Holidays,88.09825535620062
Emirates,DAC,DXB,7.086970729491144,Direct,Boeing 787,First Class,Direct Booking,268406.67790133075,40302.63495582251,Regular,50.44029221369651
Air India,CGP,LHR,7.429274747118987,1 Stop,Airbus A350,Economy,Online Website,79207.88700312766,13245.238005218991,Winter Holidays,98.10431560105783
Etihad Airways,RJH,BZL,4.004970485340247,Direct,Airbus A320,Economy,Travel Agency,-235.35592383617313,-2476.556604053445,Regular,16.00561918050934
Biman Bangladesh Airlines,BZL,YYZ,16.66673537448956,2 Stops,Boeing 777,First Class,Direct Booking,93236.21345540011,11728.937247816906,Regular,59.37376744379043
AirAsia,ZYL,SPD,1.2856654423776388,Direct,Airbus A320,First Class,Direct Booking,18000.181599575375,2292.2127369309,Regular,43.740293399696746
Air Astra,JSR,ZYL,3.7992327522242935,Direct,Airbus A320,Business,Direct Booking,37363.43399549105,5793.620343681341,Winter Holidays,65.87896405401729
Gulf Air,DAC,LHR,9.537034876124746,2 Stops,Boeing 777,First Class,Direct Booking,96426.847239449,17130.655086479117,Regular,55.362295662768204
Air India,BZL,ZYL,2.5472495564503674,Direct,Airbus A320,Business,Direct Booking,38345.73620826693,-1133.7002202082851,Winter Holidays,90.68352522079348
US-Bangla Airlines,JSR,ZYL,1.8904406323916514,Direct,Airbus A320,Business,Direct Booking,21304.95502220834,565.6421306862721,Regular,53.93535169659503
Etihad Airways,RJH,CCU,0.5317746373643462,Direct,Airbus A320,Business,Online Website,56813.3397819641,14754.632243932829,Regular,47.16283544527965
Vistara,CXB,DXB,0.4638059065735729,1 Stop,Boeing 787,First Class,Travel Agency,183063.6595750745,30884.484484754714,Winter Holidays,12.7827358072815
SriLankan Airlines,SPD,YYZ,10.26303822750579,1 Stop,Airbus A350,Business,Travel Agency,45253.56823451735,8610.09884022929,Regular,56.59260785415966
AirAsia,DAC,ZYL,1.556925603170622,Direct,Airbus A320,Business,Online Website,42550.30659629281,-2441.804687741661,Regular,7.835981894880526
Singapore Airlines,BZL,CCU,-2.556021232088571,Direct,Airbus A320,Business,Direct Booking,14485.53626211526,16784.605439969906,Regular,84.00565317392847
SriLankan Airlines,CGP,YYZ,18.178365956364775,1 Stop,Airbus A350,Economy,Travel Agency,-17399.74803475776,11327.24788613585,Regular,56.182476058300225
Turkish Airlines,BZL,YYZ,11.157237084145915,1 Stop,Boeing 777,Economy,Direct Booking,29189.115570872018,15509.80179698109,Regular,46.512834821564674
Air India,RJH,JSR,2.725586267959373,Direct,Airbus A320,Economy,Online Website,-2776.206842218822,8823.574948172794,Regular,93.46545645638896
NovoAir,RJH,JED,7.632757786137674,1 Stop,Boeing 777,First Class,Direct Booking,25293.717665416007,-1340.7898561352104,Regular,11.419387353682469
Kuwait Airways,CXB,JED,9.96118145724014,1 Stop,Boeing 777,First Class,Online Website,77853.9054464382,32714.119221858924,Regular,19.788295694002244
Thai Airways,RJH,JSR,2.5982655648177637,Direct,Airbus A320,First Class,Travel Agency,818.7561940586656,3351.427582405854,Regular,24.10134663230142
Biman Bangladesh Airlines,DAC,DEL,1.4015166504364607,Direct,Boeing 737,Business,Direct Booking,171042.38047641094,16372.771323186395,Regular,14.346297222795226
US-Bangla Airlines,SPD,CCU,5.0004394215138355,Direct,Airbus A320,Business,Direct Booking,88215.12308532916,13704.262105838437,Regular,83.1957287082983
US-Bangla Airlines,SPD,LHR,6.294057151256637,1 Stop,Airbus A350,First Class,Travel Agency,298996.9684313893,51137.42215433812,Regular,10.129203009848766
Lufthansa,JSR,DAC,-3.1155995707241875,Direct,Airbus A320,First Class,Travel Agency,-15335.90757847589,-5158.101814697152,Winter Holidays,7.577139810292793
NovoAir,SPD,JED,7.06404029644988,1 Stop,Airbus A350,Economy,Online Website,20906.64075469469,6713.269434957199,Regular,95.91077387742352
Air Arabia,BZL,LHR,6.80262778278819,2 Stops,Boeing 777,First Class,Direct Booking,233636.40452636572,39204.49956009342,Regular,71.53927393756268
Vistara,CGP,ZYL,1.8020996219729097,Direct,Airbus A320,Business,Online Website,-24008.56309648702,-3576.232339980951,Winter Holidays,77.32014631523923
Kuwait Airways,RJH,SIN,3.875952205344859,Direct,Boeing 787,First Class,Online Website,201273.8094449013,41265.38904530985,Regular,85.66023124300766
Biman Bangladesh Airlines,JSR,BKK,3.313786382433328,Direct,Boeing 787,Economy,Online Website,48869.18603757913,13382.99013629989,Regular,66.93641839013351
Etihad Airways,CGP,DAC,2.395719596756494,Direct,Airbus A320,First Class,Travel Agency,50277.9745200584,3354.5939498126336,Regular,68.3799696493708
Vistara,RJH,SIN,4.406549152658841,1 Stop,Boeing 787,First Class,Direct Booking,51962.115919632764,11668.822862434332,Regular,12.210414450667098
NovoAir,CXB,SPD,-0.2685977333123216,Direct,Airbus A320,First Class,Travel Agency,34888.194379554065,-4307.404231613869,Winter Holidays,83.845822457369
Turkish Airlines,SPD,SIN,5.589572906416074,1 Stop,Boeing 737,Business,Direct Booking,100990.63895532416,14638.677902839898,Winter Holidays,45.001201160837695
Lufthansa,DAC,CCU,1.2848461193108358,Direct,Airbus A320,Business,Travel Agency,86689.34250154969,-297.2110615233505,Regular,30.867798333710212
US-Bangla Airlines,CXB,SPD,1.8405882537234115,Direct,Airbus A320,Economy,Direct Booking,18488.006199862135,887.3212634009666,Regular,58.039168727086064
SriLankan Airlines,CGP,LHR,8.419096711297483,1 Stop,Boeing 777,Economy,Travel Agency,24131.420203383408,25526.043270083042,Regular,7.932334815449789
Lufthansa,SPD,KUL,3.7264961354718777,Direct,Boeing 787,First Class,Direct Booking,30893.417382373562,7286.657005862327,Regular,50.27145300401131
Kuwait Airways,CXB,LHR,9.221424543210372,1 Stop,Airbus A350,Business,Direct Booking,55570.14940461128,18148.373255774473,Regular,10.87064960517502
Singapore Airlines,RJH,CGP,-1.1478007511446535,Direct,Airbus A320,Economy,Direct Booking,71.13783031137064,2736.7199207717704,Winter Holidays,-6.052608351103535
SriLankan Airlines,BZL,SIN,1.7802633733620994,Direct,Boeing 787,Economy,Online Website,-22941.571995783677,3471.830846257637,Regular,103.88922627211404
Cathay Pacific,ZYL,CCU,2.357382066204572,Direct,Airbus A320,First Class,Direct Booking,100969.48714914358,5503.507350020241,Regular,45.106334390445326
Thai Airways,JSR,BKK,1.7409458714660708,Direct,Boeing 787,Business,Travel Agency,129011.0315275975,20415.15476316408,Winter Holidays,77.02623961653806
SriLankan Airlines,BZL,JED,5.3684734371658696,1 Stop,Boeing 777,Economy,Travel Agency,16007.845915095953,8828.613275856558,Regular,64.31912018501716
Qatar Airways,CGP,KUL,1.8945197065422335,1 Stop,Boeing 737,Business,Direct Booking,159250.30738401614,21211.99524471947,Regular,54.93215906793088
Air Astra,DAC,YYZ,13.757970626465658,1 Stop,Airbus A350,Business,Travel Agency,108081.32091614288,17093.4630325512,Winter Holidays,60.3743334577638
NovoAir,SPD,YYZ,14.617712266527299,1 Stop,Airbus A350,First Class,Direct Booking,91135.28552184723,27535.80463856518,Regular,89.45751786142853
FlyDubai,DAC,BKK,-0.07053337444129593,Direct,Boeing 787,First Class,Direct Booking,85990.05240984855,23819.89889914139,Regular,11.220562229697254
Emirates,CGP,LHR,12.000023716444318,2 Stops,Airbus A350,Economy,Travel Agency,89180.77218774543,24119.13252012369,Hajj,65.73390142857038
Lufthansa,RJH,KUL,1.0552452386719255,Direct,Boeing 787,First Class,Online Website,160536.1778579964,38119.04983239872,Regular,44.55298067012767
Emirates,SPD,BZL,1.429003323143525,Direct,Airbus A320,Economy,Direct Booking,2182.599093399026,-3479.186861465018,Regular,16.59574552540954
IndiGo,JSR,LHR,10.424787721141563,2 Stops,Airbus A350,First Class,Direct Booking,29329.257479348118,12985.132462738924,Regular,16.033447539474764
NovoAir,CGP,BZL,-0.5813921263163004,Direct,Airbus A320,Business,Travel Agency,8304.693672300995,4843.775485818277,Regular,-22.131356008088193
Saudia,ZYL,SIN,2.805988049177931,Direct,Boeing 737,Business,Direct Booking,33241.18715161432,28065.496795789884,Regular,60.58839300166663
Air Arabia,CGP,YYZ,15.720630082067647,1 Stop,Airbus A350,Business,Direct Booking,86693.48117414782,7557.595885652514,Winter Holidays,50.35001060505731
British Airways,BZL,YYZ,14.428640179324804,1 Stop,Airbus A350,First Class,Online Website,68440.12708947931,21615.476961390083,Regular,-4.0285080489594804
Malaysian Airlines,CXB,DEL,3.98700831143894,Direct,Boeing 787,First Class,Travel Agency,157785.81592839555,25377.76465866242,Winter Holidays,14.065413612217549
FlyDubai,ZYL,CGP,-0.48223166316362,Direct,Airbus A320,First Class,Online Website,-17903.57642785205,2330.5368631827873,Regular,-13.273618828492019
AirAsia,CXB,RJH,0.9053874387557533,Direct,Airbus A320,First Class,Direct Booking,-2159.5899552709107,381.53514588527884,Winter Holidays,75.0052655219587
FlyDubai,DAC,LHR,5.732680946773426,1 Stop,Boeing 777,First Class,Online Website,158273.72883345475,41326.83511378025,Regular,57.98362196678694
NovoAir,ZYL,JED,6.968144526175143,1 Stop,Boeing 777,Business,Online Website,65431.72698216824,8329.01855268045,Regular,31.986673663914143
Turkish Airlines,DAC,LHR,6.7959257825674975,1 Stop,Boeing 777,Economy,Travel Agency,21491.36016257588,11157.54812749194,Winter Holidays,34.494117031034634
Gulf Air,RJH,DAC,1.6231596759127769,Direct,Airbus A320,Business,Travel Agency,44827.548589582555,13982.749431665126,Winter Holidays,72.3235607678753
Qatar Airways,DAC,RJH,1.5303711771427233,Direct,Airbus A320,Economy,Direct Booking,41691.75924314611,8357.676017359634,Regular,48.21116644908983
Air Arabia,SPD,BZL,1.8174582027608743,Direct,Airbus A320,First Class,Direct Booking,33519.46389475154,-10405.334838416375,Winter Holidays,57.80034294021755
AirAsia,DAC,BZL,0.027906520772226717,Direct,Airbus A320,First Class,Direct Booking,58045.961613273015,-393.7869004726248,Regular,78.1162957830588
British Airways,DAC,JED,5.685481871496241,1 Stop,Boeing 777,Business,Direct Booking,118068.95184362541,26798.41760002621,Winter Holidays,9.17191417587182
Kuwait Airways,CGP,SPD,-1.7807530624354568,Direct,Airbus A320,First Class,Travel Agency,-33945.91023352647,4283.380847334687,Regular,-9.08466708321361
Kuwait Airways,SPD,ZYL,0.21959326981985294,Direct,Airbus A320,First Class,Online Website,-44174.850001639104,-7990.5335218516175,Winter Holidays,75.85178774713417
Biman Bangladesh Airlines,CXB,IST,8.436910950298165,2 Stops,Boeing 777,First Class,Travel Agency,137067.28785003204,22859.13425674383,Winter Holidays,65.62648885785562
Etihad Airways,CXB,DOH,3.0076564362878875,Direct,Boeing 787,Business,Travel Agency,77655.6615605248,10600.111566039348,Regular,18.520435485082416
British Airways,DAC,ZYL,1.6994599868673377,Direct,Airbus A320,Business,Travel Agency,34105.17238902456,-6714.241776493718,Regular,61.60391583012344
US-Bangla Airlines,BZL,CGP,-1.2602488017966502,Direct,Airbus A320,Economy,Travel Agency,9744.417027416313,-652.3346844169089,Regular,48.2072284055134
Saudia,RJH,IST,5.3834203050172516,1 Stop,Airbus A350,Economy,Direct Booking,12336.777718830737,10520.636943946269,Regular,83.78157902784042
Turkish Airlines,RJH,JED,5.476121707723404,1 Stop,Boeing 777,First Class,Online Website,48003.126350406324,-6327.25611646823,Regular,35.49448832564529
IndiGo,BZL,DOH,7.159276216700434,1 Stop,Boeing 737,Business,Online Website,172150.04562601857,15275.019272941296,Winter Holidays,82.93783760604158
Malaysian Airlines,SPD,KUL,4.227155564438828,Direct,Boeing 787,Economy,Online Website,101058.45423395534,4249.55434007381,Regular,26.379944015698438
Air Astra,CXB,SIN,1.1340978621018276,Direct,Boeing 787,Business,Direct Booking,76942.65637437766,14255.683185200292,Regular,2.188623759818341
Singapore Airlines,BZL,YYZ,9.31308586184345,2 Stops,Boeing 777,First Class,Direct Booking,176343.90990138805,41017.92505785775,Regular,81.92671565371991
Lufthansa,BZL,IST,5.8041387988485305,1 Stop,Boeing 777,First Class,Online Website,111290.75222629022,12199.399006469674,Regular,21.23301628882773
Singapore Airlines,RJH,BZL,1.1785015040023823,Direct,Airbus A320,Economy,Direct Booking,-23155.02906097697,-1409.6442803534603,Winter Holidays,24.690392703742674
Etihad Airways,CGP,SIN,-0.09046530108871931,Direct,Boeing 737,Economy,Travel Agency,60868.39680570878,14920.936984412918,Regular,74.52177728603775
AirAsia,CXB,SPD,-0.10236364022006816,Direct,Airbus A320,Economy,Direct Booking,64169.73522529484,2401.588785588653,Regular,38.31296278031382
US-Bangla Airlines,CXB,RJH,3.5448098869295688,Direct,Airbus A320,Business,Online Website,4389.576477712907,-2211.9607193881375,Regular,54.57124964477255
FlyDubai,BZL,CXB,3.297181856228629,Direct,Airbus A320,Economy,Online Website,26917.396874460122,-2963.157113100247,Regular,85.49625722188902
Air Astra,CXB,JSR,2.098669460193949,Direct,Airbus A320,First Class,Direct Booking,-3006.5109551865007,-3175.8823942621216,Regular,48.49969673981672
Biman Bangladesh Airlines,JSR,CXB,0.9872687676305435,Direct,Airbus A320,First Class,Online Website,57210.6035693749,4294.258853771056,Regular,96.91353108095429
Turkish Airlines,ZYL,CCU,0.8323954655672717,Direct,Airbus A320,Economy,Direct Booking,110608.52074688111,1066.5733148808304,Regular,-9.776021198044102
Air Arabia,BZL,JED,5.351530258264222,1 Stop,Airbus A350,Business,Online Website,73420.18148264577,16232.983243476046,Regular,62.8409772059871
British Airways,BZL,BKK,2.989523539244668,Direct,Boeing 737,Business,Travel Agency,88137.95765258976,19762.43417111382,Winter Holidays,115.49966957838099
Air India,DAC,BZL,-0.4403930009449688,Direct,Airbus A320,Economy,Direct Booking,-55805.16643546673,4546.840383578782,Regular,19.605704028616813
Vistara,ZYL,BZL,1.393656991607023,Direct,Airbus A320,Economy,Direct Booking,-11826.314753016151,-3292.8216643140186,Regular,102.53691146574596
NovoAir,BZL,CCU,-2.220508636530222,Direct,Airbus A320,Economy,Direct Booking,99057.47069269803,13639.884705022365,Winter Holidays,79.39855229154347
Emirates,BZL,CXB,-3.428717201756996,Direct,Airbus A320,Business,Online Website,-26252.03709819402,-1578.785511323098,Regular,65.08326154072097
Lufthansa,ZYL,LHR,8.019808180489067,1 Stop,Boeing 777,Economy,Travel Agency,47495.584411849384,5017.434102689702,Winter Holidays,77.2557423608415
Air Arabia,BZL,KUL,4.557959650668683,Direct,Boeing 737,Economy,Online Website,60904.14789431323,15619.110750627035,Regular,72.86537273590424
US-Bangla Airlines,BZL,CXB,-0.5209821757837921,Direct,Airbus A320,First Class,Travel Agency,9036.237530597802,-3946.603887643435,Regular,45.72082731360145
Malaysian Airlines,CXB,RJH,2.8049986431067175,Direct,Airbus A320,Business,Direct Booking,23308.415070586205,-6097.785208555404,Regular,88.51626834809245
AirAsia,SPD,DOH,3.779602389472715,Direct,Boeing 737,Economy,Travel Agency,62518.41828636549,15918.792090429548,Regular,-11.693273262217811
US-Bangla Airlines,BZL,CGP,0.9266676208932871,Direct,Airbus A320,First Class,Online Website,-22191.065654874066,2398.3186652024547,Regular,11.251439283941977
Air Arabia,SPD,DAC,0.766756453589812,Direct,Airbus A320,First Class,Travel Agency,60055.050554802954,-75.00222613363388,Winter Holidays,32.03837046389543
Cathay Pacific,JSR,BKK,2.4393706257029493,Direct,Boeing 737,First Class,Travel Agency,287931.3740706875,42284.79387535819,Regular,79.45690184636855
British Airways,DAC,CGP,1.817804853485886,Direct,Airbus A320,Economy,Online Website,13397.236103772937,-705.7210861280543,Regular,-20.014615923511847
Qatar Airways,BZL,JFK,13.526554864652518,1 Stop,Boeing 777,First Class,Online Website,191983.6229959828,37434.09301889446,Regular,87.90823731131887
Air Astra,ZYL,IST,4.634606894818523,1 Stop,Boeing 777,Economy,Travel Agency,2816.8029512693483,2705.8116924772125,Regular,20.495178550610216
Saudia,CXB,DOH,2.6616966547388294,Direct,Boeing 787,Economy,Direct Booking,45842.07525366569,7641.091686630905,Regular,35.07039634576425
NovoAir,ZYL,BKK,2.6866604676163623,1 Stop,Boeing 737,Economy,Direct Booking,72245.39784437328,11656.7370848742,Regular,75.83233890752076
SriLankan Airlines,SPD,CGP,5.191078626680394,Direct,Airbus A320,First Class,Direct Booking,17678.36569461156,-655.2087069453518,Regular,68.18027990556972
Vistara,RJH,DOH,4.331029588068197,Direct,Boeing 787,Business,Online Website,87747.85526716334,14285.08007210125,Regular,6.469897940936914
Turkish Airlines,ZYL,RJH,3.5091094490743853,Direct,Airbus A320,First Class,Travel Agency,20773.055083776606,15173.089911553754,Winter Holidays,36.560902629537075
AirAsia,CGP,JSR,0.7345870493518893,Direct,Airbus A320,First Class,Online Website,-27807.102147348392,1204.6939077671123,Regular,39.459143559485014
Gulf Air,SPD,SIN,1.3605191526212748,Direct,Boeing 787,Business,Online Website,117224.56086299873,16940.842672289797,Regular,94.56779411287468
US-Bangla Airlines,SPD,LHR,6.402738892732856,1 Stop,Boeing 777,First Class,Online Website,188814.37245473434,27358.959134486428,Winter Holidays,5.504863293310697
AirAsia,SPD,DEL,1.0184826216980003,Direct,Boeing 737,First Class,Travel Agency,225782.84036858456,26725.716051149997,Regular,50.47183061523905
FlyDubai,JSR,DXB,5.956484155624798,1 Stop,Boeing 787,Business,Online Website,114603.63543820828,25762.79515451818,Regular,4.4279796260579785
Air Arabia,CGP,DEL,-0.192137468713923,Direct,Boeing 787,Business,Online Website,30309.90797975543,18563.484549636913,Regular,75.74511079614469
Qatar Airways,BZL,ZYL,2.106508925136429,Direct,Airbus A320,Business,Travel Agency,697.259371845963,-10440.091774792614,Regular,47.57898355682905
Thai Airways,JSR,LHR,6.179171990200263,1 Stop,Boeing 777,Business,Travel Agency,32015.277810608823,11623.753271250673,Regular,28.469018801876153
Saudia,CGP,DAC,-0.9133373230112841,Direct,Airbus A320,Business,Direct Booking,2512.7768940017604,8971.90570983585,Regular,77.01281589021346
Thai Airways,JSR,DXB,2.4123876235517874,Direct,Boeing 787,Economy,Direct Booking,-33108.343864423834,15266.763170200164,Regular,-8.413059757605057
Cathay Pacific,DAC,RJH,2.1636062887367484,Direct,Airbus A320,Business,Direct Booking,18540.826401645136,3370.219942469677,Winter Holidays,87.64858708725066
Emirates,SPD,RJH,-1.9412929150065183,Direct,Airbus A320,Economy,Direct Booking,2597.892692165001,-7524.408798223683,Winter Holidays,70.81436097612075
NovoAir,RJH,BZL,0.16365284777944644,Direct,Airbus A320,Economy,Online Website,10937.189362529058,-1441.9867568464715,Regular,53.20626756221988
Etihad Airways,CGP,YYZ,15.629303331782234,1 Stop,Boeing 777,Business,Direct Booking,87958.12994265943,6360.901507021705,Regular,28.106901265588633
Kuwait Airways,CXB,RJH,-1.0879426415324087,Direct,Airbus A320,First Class,Direct Booking,-56395.732008470266,2892.143293252064,Regular,77.74753072501143
Malaysian Airlines,CGP,LHR,6.886769927468105,1 Stop,Airbus A350,Business,Travel Agency,104934.08186001511,24454.643591456206,Regular,66.92118765376031
Gulf Air,RJH,JED,3.35400519706992,1 Stop,Airbus A350,First Class,Direct Booking,71844.44066234339,14321.04651279343,Regular,27.46893480055709
Malaysian Airlines,RJH,DXB,4.732622642444128,Direct,Boeing 787,Economy,Online Website,66054.37926535647,18830.70704050061,Regular,79.83930963837354
US-Bangla Airlines,JSR,DOH,4.5687624318498115,1 Stop,Boeing 787,Business,Online Website,42682.794748318614,10257.101826410366,Regular,5.743683908070963
US-Bangla Airlines,DAC,SIN,5.267704174191287,Direct,Boeing 737,Business,Online Website,144122.21674492882,22974.373034568653,Regular,39.10275741460037
SriLankan Airlines,BZL,DAC,-3.539993343040316,Direct,Airbus A320,Business,Online Website,-54412.90315114504,-2274.2971291425756,Regular,87.65826077179409
NovoAir,JSR,DOH,1.0492071471249615,1 Stop,Boeing 787,Business,Direct Booking,155098.4965688869,39430.90612524078,Regular,9.984011809669248
Vistara,SPD,DAC,1.5997429865060933,Direct,Airbus A320,First Class,Online Website,4053.518038235843,10492.385451931637,Regular,43.802194078056075
NovoAir,DAC,LHR,9.696251102002737,1 Stop,Airbus A350,Economy,Direct Booking,-31235.112045336875,11652.487704906802,Regular,41.17260696428623
Air Astra,RJH,DXB,3.893253528005613,1 Stop,Boeing 737,Economy,Travel Agency,57646.36624825263,7823.830785333027,Regular,46.7184833265714
Air Astra,SPD,CXB,-5.127460627251752,Direct,Airbus A320,Business,Direct Booking,-15951.56618901161,1441.8186246971284,Regular,50.15022894179641
Turkish Airlines,ZYL,SIN,3.284434567898169,1 Stop,Boeing 737,Business,Travel Agency,14400.435511412943,-352.2296646415962,Regular,30.55346163814508
Etihad Airways,CGP,CCU,-1.5746457522175825,Direct,Airbus A320,Business,Online Website,145246.23523340354,17160.68919121757,Eid,61.682270180047475
Gulf Air,DAC,LHR,8.380386429908008,1 Stop,Airbus A350,Business,Direct Booking,107223.88756338137,3043.721955944189,Regular,20.413239933665825
SriLankan Airlines,CGP,JFK,14.328106451443821,1 Stop,Airbus A350,First Class,Online Website,299301.8765702524,37887.28570812483,Regular,13.76127969240126
AirAsia,JSR,BZL,-1.219341148904332,Direct,Airbus A320,Business,Online Website,-10208.300449959957,1810.1796925809824,Regular,97.49606105958249
